,True_index,Store_ID,Day_of_week,Date,Nb_customers_on_day,Open,Promotion,State_holiday,School_holiday
26114,261339,515,6,2015-05-09,964,1,0,0,0
26115,261352,1070,6,2013-04-20,893,1,0,0,0
26116,261353,803,3,2013-01-09,534,1,1,0,1
26117,261391,661,4,2013-04-04,519,1,0,0,1
26118,261398,948,7,2013-01-06,1402,1,0,a,0
26119,261418,398,1,2013-12-09,657,1,0,0,0
26120,261419,393,4,2013-06-13,454,1,0,0,0
26121,261444,350,6,2013-06-29,663,1,0,0,0
26122,261445,945,6,2014-01-04,342,1,0,0,0
26123,261475,530,6,2014-04-26,835,1,0,0,0
26124,261481,746,3,2013-12-11,441,1,0,0,0
26125,261487,812,2,2015-06-09,748,1,0,0,0
26126,261494,842,2,2014-06-10,1114,1,0,0,1
26127,261501,335,3,2013-04-24,3017,1,1,0,0
26128,261504,949,3,2015-05-13,524,1,0,0,0
26129,261507,690,3,2015-02-25,676,1,0,0,0
26130,261514,23,2,2013-12-03,599,1,1,0,0
26131,261569,1087,6,2015-07-11,603,1,0,0,0
26132,261572,88,6,2015-01-03,214,1,0,0,0
26133,261577,930,6,2015-06-27,1673,1,0,0,0
26134,261586,777,6,2013-04-27,344,1,0,0,0
26135,261593,80,1,2014-10-06,755,1,1,0,0
26136,261608,80,3,2013-07-03,593,1,1,0,0
26137,261614,49,3,2014-09-10,432,1,0,0,1
26138,261618,998,4,2014-03-06,568,1,1,0,0
26139,261628,178,4,2014-07-03,1067,1,1,0,0
26140,261640,697,4,2014-05-15,872,1,0,0,0
26141,261660,648,3,2014-09-10,586,1,0,0,0
26142,261672,172,4,2013-08-08,712,1,0,0,1
26143,261673,286,7,2015-01-25,0,0,0,0,0
26144,261675,1106,1,2013-02-11,651,1,0,0,0
26145,261693,187,2,2014-09-23,781,1,0,0,0
26146,261751,787,5,2015-04-17,1308,1,1,0,0
26147,261757,98,4,2014-04-03,430,1,1,0,0
26148,261758,121,4,2015-07-09,437,1,0,0,0
26149,261760,860,6,2013-03-02,748,1,0,0,0
26150,261764,347,1,2015-05-18,419,1,1,0,0
26151,261787,651,2,2013-10-08,1111,1,1,0,0
26152,261791,1000,2,2014-04-29,721,1,1,0,0
26153,261810,213,7,2014-08-17,0,0,0,0,0
26154,261819,279,1,2015-07-27,963,1,1,0,0
26155,261829,865,5,2014-12-19,745,1,1,0,0
26156,261833,256,1,2014-03-24,1004,1,0,0,0
26157,261836,596,3,2014-07-09,665,1,0,0,1
26158,261839,668,2,2014-06-03,1374,1,1,0,0
26159,261867,742,1,2013-05-06,844,1,0,0,0
26160,261872,1003,7,2014-11-16,0,0,0,0,0
26161,261884,1068,5,2015-04-03,0,0,1,b,1
26162,261893,612,1,2013-09-30,524,1,0,0,0
26163,261897,536,3,2013-03-13,758,1,0,0,0
26164,261903,895,3,2014-05-21,901,1,1,0,0
26165,261909,385,7,2015-05-03,0,0,0,0,0
26166,261928,885,4,2014-07-03,908,1,1,0,0
26167,261931,592,6,2014-05-24,324,1,0,0,0
26168,261934,1089,1,2013-05-06,994,1,0,0,0
26169,261954,190,7,2013-02-24,0,0,0,0,0
26170,261974,48,3,2013-10-09,457,1,1,0,1
26171,261979,135,7,2013-10-20,0,0,0,0,1
26172,261980,748,2,2013-07-23,385,1,0,0,1
26173,261982,549,7,2013-06-02,0,0,0,0,0
26174,261985,810,4,2013-08-15,489,1,1,0,1
26175,261996,774,2,2014-05-27,635,1,0,0,0
26176,262004,722,7,2013-06-02,0,0,0,0,0
26177,262022,695,2,2015-07-21,434,1,0,0,1
26178,262027,421,7,2013-08-25,0,0,0,0,0
26179,262053,779,6,2013-10-19,239,1,0,0,0
26180,262060,30,7,2013-12-29,0,0,0,0,0
26181,262063,453,3,2015-03-25,743,1,0,0,0
26182,262089,319,4,2014-02-06,810,1,1,0,0
26183,262103,241,2,2013-02-26,587,1,0,0,0
26184,262105,771,6,2014-05-10,623,1,0,0,0
26185,262111,163,4,2013-09-12,882,1,1,0,0
26186,262113,191,2,2014-04-29,746,1,1,0,0
26187,262116,580,3,2013-04-17,1611,1,0,0,0
26188,262130,545,5,2015-02-13,1028,1,0,0,0
26189,262137,1035,7,2014-02-02,0,0,0,0,0
26190,262141,843,4,2013-02-14,1081,1,0,0,0
26191,262156,967,6,2013-06-29,776,1,0,0,0
26192,262158,114,7,2014-08-03,0,0,0,0,0
26193,262173,725,5,2014-11-14,662,1,1,0,0
26194,262176,917,7,2013-10-06,0,0,0,0,0
26195,262178,939,6,2015-01-10,625,1,0,0,0
26196,262204,344,6,2013-07-13,871,1,0,0,0
26197,262216,37,7,2013-08-11,0,0,0,0,0
26198,262217,145,6,2013-04-20,1111,1,0,0,0
26199,262223,463,4,2013-08-22,693,1,0,0,1
26200,262240,1089,1,2015-03-02,1296,1,1,0,0
26201,262253,1076,6,2014-12-06,507,1,0,0,0
26202,262267,686,6,2014-09-27,314,1,0,0,0
26203,262275,582,2,2013-04-30,889,1,1,0,0
26204,262278,78,6,2015-02-14,389,1,0,0,0
26205,262283,640,7,2015-04-19,0,0,0,0,0
26206,262289,1076,1,2013-03-04,744,1,1,0,0
26207,262300,491,2,2015-06-09,467,1,0,0,0
26208,262301,293,1,2015-02-23,728,1,0,0,0
26209,262306,704,6,2015-07-04,849,1,0,0,0
26210,262360,863,4,2015-07-23,1044,1,0,0,1
26211,262402,448,2,2013-07-23,605,1,0,0,1
26212,262462,599,1,2014-04-21,0,0,0,b,1
26213,262482,737,2,2014-01-21,1083,1,1,0,0
26214,262483,110,1,2013-06-24,741,1,0,0,1
26215,262498,382,5,2014-08-22,677,1,1,0,1
26216,262505,141,4,2015-03-19,635,1,1,0,0
26217,262514,772,5,2014-05-16,483,1,0,0,0
26218,262530,609,7,2014-05-04,0,0,0,0,0
26219,262544,204,3,2015-07-29,567,1,1,0,0
26220,262549,290,6,2014-01-04,392,1,0,0,0
26221,262550,319,5,2013-05-10,1133,1,0,0,1
26222,262558,991,3,2014-01-29,379,1,0,0,0
26223,262565,464,4,2015-07-16,1276,1,1,0,1
26224,262578,826,4,2014-10-02,1010,1,1,0,0
26225,262579,75,3,2014-07-02,726,1,1,0,0
26226,262580,669,2,2015-04-21,314,1,0,0,0
26227,262584,935,4,2015-01-22,606,1,0,0,0
26228,262589,17,2,2014-01-28,685,1,0,0,0
26229,262606,1076,6,2015-01-17,464,1,0,0,0
26230,262609,233,2,2013-05-14,1165,1,1,0,0
26231,262614,182,7,2015-04-12,0,0,0,0,0
26232,262628,191,3,2013-01-09,700,1,1,0,0
26233,262649,313,7,2013-06-16,0,0,0,0,0
26234,262672,396,4,2014-05-29,0,0,0,a,0
26235,262675,123,2,2015-04-28,1058,1,1,0,0
26236,262679,972,4,2015-07-09,384,1,0,0,0
26237,262686,775,5,2013-02-08,592,1,1,0,0
26238,262687,418,5,2013-08-02,632,1,1,0,1
26239,262689,796,5,2013-01-25,632,1,1,0,0
26240,262694,1073,7,2014-06-15,0,0,0,0,0
26241,262698,729,7,2013-11-10,0,0,0,0,0
26242,262706,1033,1,2014-12-29,1388,1,0,0,1
26243,262714,117,7,2015-01-11,0,0,0,0,0
26244,262732,550,7,2014-06-08,0,0,0,0,0
26245,262742,908,3,2014-12-03,420,1,1,0,0
26246,262743,22,1,2013-12-09,544,1,0,0,0
26247,262761,750,6,2013-10-12,418,1,0,0,0
26248,262764,583,2,2013-11-19,510,1,1,0,0
26249,262784,326,1,2015-07-06,429,1,0,0,0
26250,262792,527,6,2014-11-01,0,0,0,a,0
26251,262797,791,1,2015-05-25,0,0,0,a,0
26252,262809,668,5,2013-01-04,1107,1,0,0,1
26253,262833,383,3,2013-01-16,1903,1,0,0,0
26254,262857,220,6,2014-05-03,528,1,0,0,0
26255,262876,931,7,2013-05-19,277,1,0,0,0
26256,262906,91,7,2013-01-13,0,0,0,0,0
26257,262911,1062,3,2014-07-09,415,1,0,0,0
26258,262917,789,7,2015-07-26,0,0,0,0,0
26259,262933,905,4,2013-11-14,1267,1,0,0,0
26260,262944,248,5,2015-03-20,995,1,1,0,0
26261,262954,1063,7,2014-01-19,0,0,0,0,0
26262,262959,696,1,2014-09-29,1158,1,1,0,0
26263,262970,766,7,2013-09-22,0,0,0,0,0
26264,262973,750,5,2015-02-27,431,1,0,0,0
26265,262974,246,3,2014-08-20,927,1,1,0,1
26266,262992,181,7,2013-10-13,0,0,0,0,0
26267,263017,695,1,2015-07-27,663,1,1,0,1
26268,263025,922,5,2015-07-31,750,1,1,0,1
26269,263044,419,7,2014-01-12,0,0,0,0,0
26270,263045,187,6,2015-04-11,455,1,0,0,0
26271,263059,411,1,2015-06-08,698,1,0,0,0
26272,263101,391,5,2014-03-21,782,1,1,0,0
26273,263105,955,2,2013-07-30,439,1,1,0,1
26274,263109,254,7,2014-05-04,0,0,0,0,0
26275,263133,747,3,2013-04-03,619,1,0,0,0
26276,263135,298,2,2014-02-11,536,1,0,0,0
26277,263136,951,7,2014-06-01,0,0,0,0,0
26278,263138,856,7,2015-04-26,0,0,0,0,0
26279,263144,301,2,2014-03-11,555,1,0,0,0
26280,263151,215,6,2014-04-26,483,1,0,0,0
26281,263157,776,3,2015-07-29,554,1,1,0,1
26282,263170,281,2,2015-06-30,593,1,1,0,0
26283,263176,609,6,2015-02-14,312,1,0,0,0
26284,263179,1089,4,2015-06-25,823,1,0,0,0
26285,263201,746,1,2014-11-24,717,1,1,0,0
26286,263205,419,3,2013-05-08,1005,1,0,0,0
26287,263209,318,4,2013-12-26,0,0,0,c,1
26288,263217,772,4,2015-04-09,535,1,0,0,0
26289,263224,303,2,2014-01-14,603,1,0,0,0
26290,263227,53,5,2013-04-19,603,1,0,0,0
26291,263247,740,4,2015-06-25,417,1,0,0,0
26292,263248,904,4,2013-08-01,540,1,1,0,1
26293,263255,570,2,2014-04-01,863,1,1,0,0
26294,263256,232,7,2013-07-14,0,0,0,0,0
26295,263265,153,7,2013-04-14,0,0,0,0,0
26296,263308,722,4,2014-09-18,1480,1,1,0,0
26297,263334,261,7,2014-08-17,0,0,0,0,0
26298,263348,987,2,2013-01-15,827,1,0,0,0
26299,263370,369,6,2014-03-08,647,1,0,0,0
26300,263375,1069,6,2015-03-07,453,1,0,0,0
26301,263377,803,2,2014-03-25,364,1,0,0,0
26302,263381,808,4,2013-05-23,609,1,0,0,0
26303,263388,924,5,2014-07-11,413,1,0,0,1
26304,263392,1001,2,2013-10-22,645,1,1,0,1
26305,263393,1097,5,2013-01-11,2338,1,1,0,0
26306,263419,1036,1,2013-10-28,328,1,0,0,1
26307,263436,227,1,2015-02-09,610,1,0,0,0
26308,263440,101,5,2014-01-03,736,1,0,0,1
26309,263444,783,5,2014-05-02,991,1,1,0,1
26310,263461,658,2,2013-04-30,824,1,1,0,0
26311,263477,436,5,2015-01-02,684,1,0,0,1
26312,263478,837,1,2013-07-08,405,1,0,0,1
26313,263486,383,1,2013-06-17,2620,1,1,0,0
26314,263512,641,2,2015-07-14,512,1,1,0,1
26315,263521,349,7,2013-08-04,0,0,0,0,0
26316,263524,800,4,2013-03-28,802,1,1,0,1
26317,263543,400,3,2014-08-06,1250,1,1,0,1
26318,263559,535,4,2013-01-03,855,1,0,0,1
26319,263570,796,6,2014-04-19,583,1,0,0,0
26320,263583,576,3,2014-04-09,764,1,0,0,0
26321,263605,871,3,2014-12-24,565,1,0,0,1
26322,263611,610,3,2013-06-12,394,1,0,0,0
26323,263616,1031,5,2013-01-11,479,1,1,0,0
26324,263621,761,1,2014-09-01,1382,1,1,0,0
26325,263632,1078,1,2013-01-28,402,1,0,0,0
26326,263633,545,4,2014-05-29,0,0,0,a,0
26327,263641,1084,1,2014-01-06,912,1,1,0,1
26328,263674,699,4,2014-09-11,753,1,0,0,0
26329,263685,148,1,2015-07-06,894,1,0,0,0
26330,263687,406,6,2014-06-14,553,1,0,0,0
26331,263700,1111,5,2013-02-08,540,1,1,0,0
26332,263702,869,2,2014-09-09,775,1,0,0,0
26333,263725,214,5,2013-07-19,839,1,1,0,0
26334,263728,552,6,2013-10-05,359,1,0,0,0
26335,263759,989,2,2015-05-26,595,1,0,0,1
26336,263767,992,3,2013-05-29,843,1,1,0,0
26337,263773,1002,4,2015-02-05,755,1,1,0,1
26338,263793,655,1,2014-05-05,1065,1,1,0,0
26339,263797,430,1,2013-03-11,674,1,0,0,0
26340,263801,512,1,2013-12-09,1284,1,0,0,0
26341,263810,788,4,2015-04-23,1611,1,0,0,0
26342,263827,365,2,2014-03-18,624,1,1,0,0
26343,263834,4,3,2013-06-26,1126,1,0,0,1
26344,263851,932,3,2013-04-24,753,1,1,0,0
26345,263856,403,2,2013-01-22,873,1,1,0,0
26346,263885,368,5,2015-07-03,743,1,1,0,0
26347,263899,471,5,2015-01-30,743,1,1,0,0
26348,263902,1039,4,2013-12-19,1495,1,1,0,0
26349,263910,179,1,2013-12-02,1614,1,1,0,0
26350,263944,179,5,2013-11-01,0,0,0,a,1
26351,263946,1049,2,2014-06-10,652,1,0,0,1
26352,263976,383,7,2014-03-30,0,0,0,0,0
26353,263980,800,3,2013-05-01,0,0,1,a,0
26354,263982,203,2,2015-05-05,963,1,1,0,0
26355,263983,47,4,2014-07-10,902,1,0,0,1
26356,263988,876,5,2015-05-29,1119,1,0,0,0
26357,264002,233,6,2014-12-13,1016,1,0,0,0
26358,264005,130,2,2013-02-12,457,1,0,0,0
26359,264009,877,3,2014-05-21,959,1,1,0,0
26360,264012,425,5,2013-06-28,381,1,0,0,0
26361,264032,886,7,2014-09-28,0,0,0,0,0
26362,264036,281,7,2014-03-16,0,0,0,0,0
26363,264045,95,2,2014-05-06,1113,1,1,0,0
26364,264050,991,3,2014-06-25,417,1,0,0,0
26365,264066,735,1,2013-10-28,449,1,0,0,0
26366,264072,994,6,2013-08-24,233,1,0,0,0
26367,264098,250,7,2013-12-29,0,0,0,0,1
26368,264111,1085,2,2014-06-17,868,1,1,0,0
26369,264117,957,1,2015-07-13,1134,1,1,0,0
26370,264129,1106,5,2014-08-01,553,1,1,0,1
26371,264135,751,6,2013-05-18,668,1,0,0,0
26372,264149,442,2,2015-03-17,493,1,1,0,0
26373,264150,798,2,2013-11-12,912,1,0,0,0
26374,264156,294,7,2013-05-12,0,0,0,0,0
26375,264202,412,5,2013-05-31,712,1,1,0,1
26376,264280,814,2,2015-02-03,722,1,1,0,1
26377,264324,339,6,2014-10-25,564,1,0,0,0
26378,264332,1019,5,2013-11-08,821,1,1,0,0
26379,264355,804,5,2013-03-01,432,1,0,0,0
26380,264367,835,1,2013-10-14,613,1,0,0,0
26381,264370,2,4,2013-03-07,640,1,1,0,0
26382,264412,331,3,2014-03-05,1064,1,1,0,0
26383,264420,951,6,2014-05-10,760,1,0,0,0
26384,264421,160,6,2014-09-06,527,1,0,0,0
26385,264442,713,6,2014-12-13,1422,1,0,0,0
26386,264445,639,3,2014-04-16,600,1,1,0,1
26387,264448,891,7,2015-07-05,0,0,0,0,0
26388,264455,829,4,2013-10-10,808,1,1,0,0
26389,264461,1056,4,2013-02-14,237,1,0,0,1
26390,264463,885,5,2014-01-24,638,1,1,0,0
26391,264466,68,7,2015-02-08,0,0,0,0,0
26392,264491,1073,7,2015-05-03,0,0,0,0,0
26393,264528,365,1,2013-01-28,525,1,0,0,0
26394,264548,373,6,2013-11-02,399,1,0,0,0
26395,264557,450,4,2013-03-21,1257,1,1,0,0
26396,264560,305,1,2014-03-10,471,1,0,0,0
26397,264562,825,3,2014-06-11,471,1,0,0,1
26398,264571,752,7,2014-03-02,0,0,0,0,0
26399,264592,236,6,2014-12-20,665,1,0,0,0
26400,264617,734,7,2014-06-01,0,0,0,0,0
26401,264637,50,5,2014-06-06,402,1,1,0,0
26402,264648,682,6,2013-10-05,1551,1,0,0,0
26403,264696,928,6,2014-10-18,619,1,0,0,0
26404,264702,37,6,2013-09-07,748,1,0,0,0
26405,264704,549,5,2014-07-11,584,1,0,0,1
26406,264705,131,1,2015-01-26,571,1,1,0,0
26407,264710,257,5,2014-02-21,673,1,1,0,0
26408,264712,1030,4,2015-04-30,534,1,1,0,0
26409,264762,59,6,2014-08-16,245,1,0,0,0
26410,264770,785,7,2015-01-18,0,0,0,0,0
26411,264789,47,4,2013-12-19,1105,1,1,0,1
26412,264816,78,7,2015-02-15,0,0,0,0,0
26413,264817,666,7,2014-09-07,0,0,0,0,0
26414,264851,156,3,2015-01-14,712,1,1,0,0
26415,264859,260,2,2014-04-22,1027,1,0,0,1
26416,264866,378,3,2014-01-22,916,1,1,0,0
26417,264874,523,7,2014-01-26,0,0,0,0,0
26418,264879,753,2,2014-11-25,788,1,1,0,0
26419,264906,82,5,2013-04-12,938,1,1,0,0
26420,264916,492,2,2015-05-19,1253,1,1,0,0
26421,264919,709,4,2015-07-23,1305,1,0,0,1
26422,264929,818,3,2013-12-18,851,1,1,0,0
26423,264931,209,3,2013-11-13,513,1,0,0,0
26424,264938,761,7,2014-08-31,0,0,0,0,0
26425,264949,184,1,2014-02-24,585,1,0,0,0
26426,264974,880,5,2013-04-05,726,1,0,0,1
26427,264977,747,2,2013-08-27,762,1,1,0,1
26428,265030,369,4,2014-09-11,485,1,0,0,0
26429,265041,85,6,2013-09-21,639,1,0,0,0
26430,265057,768,7,2013-09-08,0,0,0,0,0
26431,265060,228,1,2013-12-16,847,1,1,0,0
26432,265064,323,7,2014-09-14,0,0,0,0,0
26433,265088,913,7,2014-09-28,0,0,0,0,0
26434,265105,866,4,2014-07-03,509,1,1,0,0
26435,265108,18,7,2014-01-19,0,0,0,0,0
26436,265118,682,7,2013-04-28,1208,1,0,0,0
26437,265125,44,2,2015-07-07,573,1,0,0,0
26438,265132,1112,3,2013-10-02,775,1,0,0,0
26439,265149,618,5,2013-10-04,593,1,0,0,0
26440,265160,909,7,2014-06-08,0,0,0,0,0
26441,265170,594,1,2014-03-24,448,1,0,0,0
26442,265174,147,1,2015-02-23,818,1,0,0,0
26443,265179,429,7,2014-03-16,0,0,0,0,0
26444,265184,1082,7,2014-08-31,0,0,0,0,0
26445,265187,864,3,2014-11-26,626,1,1,0,0
26446,265193,788,2,2014-06-17,1999,1,1,0,0
26447,265196,814,4,2015-05-14,0,0,0,a,0
26448,265202,719,1,2013-02-18,480,1,1,0,0
26449,265216,899,4,2014-09-04,550,1,1,0,0
26450,265217,455,2,2014-01-21,396,1,1,0,0
26451,265243,862,3,2013-08-28,1180,1,1,0,0
26452,265258,693,2,2015-05-26,439,1,0,0,0
26453,265259,865,5,2014-07-18,600,1,1,0,1
26454,265264,996,1,2014-08-04,856,1,1,0,1
26455,265268,486,7,2013-04-07,0,0,0,0,0
26456,265270,217,6,2013-01-12,576,1,0,0,0
26457,265281,1101,6,2014-07-05,846,1,0,0,0
26458,265282,622,5,2013-05-31,521,1,1,0,0
26459,265305,750,7,2014-02-16,0,0,0,0,0
26460,265336,51,3,2013-02-27,363,1,0,0,0
26461,265346,398,5,2014-12-12,640,1,0,0,0
26462,265357,368,3,2013-08-14,809,1,1,0,1
26463,265376,935,5,2014-09-26,619,1,0,0,0
26464,265392,304,5,2015-04-10,915,1,0,0,1
26465,265394,1097,6,2014-04-05,2010,1,0,0,0
26466,265408,710,1,2013-04-29,445,1,1,0,0
26467,265409,459,7,2015-02-15,0,0,0,0,0
26468,265411,698,7,2014-04-27,0,0,0,0,0
26469,265434,568,3,2014-11-19,389,1,0,0,0
26470,265453,872,3,2014-01-08,913,1,1,0,0
26471,265460,242,7,2013-10-06,0,0,0,0,0
26472,265487,15,5,2015-06-19,764,1,1,0,0
26473,265488,117,3,2014-05-07,564,1,1,0,0
26474,265490,930,4,2014-05-22,1087,1,1,0,0
26475,265507,35,7,2014-12-14,0,0,0,0,0
26476,265516,969,4,2015-04-16,697,1,1,0,0
26477,265524,209,7,2013-11-17,0,0,0,0,0
26478,265526,205,6,2015-01-17,754,1,0,0,0
26479,265531,550,3,2013-06-26,359,1,0,0,0
26480,265532,1038,1,2013-04-15,408,1,0,0,0
26481,265534,229,5,2014-01-24,813,1,1,0,0
26482,265537,1112,1,2013-07-01,1441,1,1,0,0
26483,265541,265,5,2013-05-24,451,1,0,0,0
26484,265543,663,4,2015-04-09,828,1,0,0,1
26485,265552,124,7,2013-05-19,0,0,0,0,0
26486,265558,426,5,2014-10-24,619,1,1,0,0
26487,265561,950,7,2014-08-31,0,0,0,0,0
26488,265571,143,5,2015-05-01,0,0,1,a,0
26489,265593,197,4,2013-04-25,788,1,1,0,0
26490,265596,447,2,2015-05-05,587,1,1,0,0
26491,265605,226,1,2013-08-19,716,1,0,0,0
26492,265624,830,1,2013-10-07,742,1,1,0,0
26493,265639,307,3,2015-04-08,259,1,0,0,1
26494,265644,1048,3,2013-02-27,410,1,0,0,0
26495,265654,153,1,2013-02-04,930,1,1,0,0
26496,265675,684,7,2013-04-21,0,0,0,0,0
26497,265687,79,6,2013-09-28,378,1,0,0,0
26498,265737,501,4,2014-03-20,537,1,1,0,0
26499,265740,280,4,2014-03-27,479,1,0,0,0
26500,265742,455,3,2015-01-28,441,1,1,0,0
26501,265760,912,6,2013-07-13,620,1,0,0,0
26502,265771,958,6,2013-12-14,443,1,0,0,0
26503,265774,70,2,2014-10-28,524,1,0,0,1
26504,265792,311,1,2013-01-14,849,1,0,0,0
26505,265794,331,1,2014-02-17,1226,1,1,0,0
26506,265795,1092,3,2014-06-18,1187,1,1,0,1
26507,265796,695,3,2014-02-26,469,1,0,0,0
26508,265808,1060,3,2015-03-18,859,1,1,0,0
26509,265812,1085,7,2013-04-21,0,0,0,0,0
26510,265813,321,5,2013-05-31,807,1,1,0,0
26511,265819,433,6,2015-04-11,437,1,0,0,0
26512,265822,141,5,2014-09-26,535,1,0,0,0
26513,265843,782,2,2013-01-01,0,0,0,a,1
26514,265858,561,3,2014-03-05,792,1,1,0,0
26515,265870,1020,3,2013-11-20,1195,1,1,0,0
26516,265871,428,5,2015-05-01,0,0,1,a,0
26517,265891,1011,1,2013-09-30,909,1,0,0,0
26518,265903,424,2,2013-09-17,604,1,0,0,0
26519,265908,655,1,2014-12-29,700,1,0,0,1
26520,265914,151,3,2015-06-24,552,1,0,0,0
26521,265915,605,1,2015-04-27,570,1,1,0,0
26522,265927,207,3,2013-09-25,1367,1,1,0,0
26523,265929,187,6,2013-11-02,491,1,0,0,0
26524,265939,1030,5,2013-02-01,403,1,0,0,1
26525,265950,813,1,2014-05-12,695,1,0,0,0
26526,265951,715,4,2013-10-17,618,1,0,0,0
26527,265952,95,5,2013-03-29,0,0,1,b,1
26528,265960,275,3,2013-01-16,625,1,0,0,0
26529,265989,1046,1,2013-06-10,635,1,0,0,0
26530,265998,615,2,2014-11-18,1045,1,0,0,0
26531,266003,210,6,2014-11-15,340,1,0,0,0
26532,266005,591,1,2014-07-07,469,1,0,0,0
26533,266028,565,5,2013-04-26,797,1,1,0,0
26534,266030,890,2,2013-06-11,311,1,0,0,0
26535,266055,355,3,2015-03-11,1019,1,0,0,0
26536,266057,417,2,2013-12-24,520,1,0,0,1
26537,266072,567,5,2014-08-08,634,1,1,0,1
26538,266084,14,2,2014-12-23,1041,1,0,0,1
26539,266086,378,3,2015-01-28,856,1,1,0,0
26540,266120,596,5,2013-04-19,600,1,0,0,0
26541,266121,391,5,2013-02-08,772,1,1,0,0
26542,266129,482,1,2015-03-30,1057,1,1,0,0
26543,266131,590,4,2013-02-21,376,1,1,0,0
26544,266154,1059,2,2013-07-30,1257,1,1,0,1
26545,266160,894,3,2013-04-10,1031,1,1,0,0
26546,266183,213,7,2013-02-24,0,0,0,0,0
26547,266187,144,5,2013-09-27,781,1,1,0,0
26548,266233,286,2,2013-02-12,364,1,0,0,0
26549,266235,717,4,2013-07-18,563,1,1,0,0
26550,266246,633,7,2013-03-31,0,0,0,0,0
26551,266252,1112,3,2013-11-06,880,1,1,0,0
26552,266255,884,4,2013-10-10,519,1,1,0,0
26553,266256,923,7,2013-07-21,0,0,0,0,0
26554,266259,1036,2,2013-01-22,419,1,1,0,0
26555,266267,787,2,2013-04-02,1307,1,0,0,1
26556,266268,102,3,2013-08-14,1286,1,1,0,1
26557,266270,291,4,2014-01-16,729,1,0,0,0
26558,266281,840,2,2015-03-31,1040,1,1,0,1
26559,266289,329,7,2015-04-05,0,0,0,0,0
26560,266311,236,2,2014-01-14,869,1,0,0,0
26561,266319,734,3,2014-12-24,413,1,0,0,1
26562,266321,289,5,2015-02-06,563,1,1,0,0
26563,266325,1016,7,2013-12-15,0,0,0,0,0
26564,266344,913,3,2014-01-01,0,0,0,a,1
26565,266356,901,2,2013-12-10,668,1,0,0,0
26566,266357,961,5,2014-09-19,772,1,1,0,0
26567,266361,912,2,2013-08-27,686,1,1,0,0
26568,266364,594,5,2013-12-20,603,1,1,0,0
26569,266371,989,1,2015-04-20,621,1,0,0,0
26570,266374,73,7,2014-05-04,0,0,0,0,0
26571,266383,749,6,2014-11-15,263,1,0,0,0
26572,266405,261,4,2015-03-19,1038,1,1,0,0
26573,266412,463,3,2014-06-25,952,1,0,0,0
26574,266418,19,4,2013-11-14,541,1,0,0,0
26575,266430,814,5,2013-01-18,655,1,0,0,0
26576,266435,27,5,2013-08-02,1052,1,1,0,1
26577,266440,173,3,2015-06-17,1025,1,1,0,0
26578,266461,736,7,2013-11-03,0,0,0,0,0
26579,266467,305,2,2013-06-25,367,1,0,0,0
26580,266478,881,2,2013-01-29,452,1,0,0,0
26581,266485,323,4,2013-02-28,566,1,0,0,0
26582,266488,55,6,2013-10-05,291,1,0,0,0
26583,266500,148,6,2013-06-08,624,1,0,0,0
26584,266521,279,7,2015-05-31,0,0,0,0,0
26585,266532,327,7,2015-01-18,0,0,0,0,0
26586,266537,599,6,2014-09-27,1064,1,0,0,0
26587,266538,979,1,2014-10-06,771,1,1,0,1
26588,266557,300,4,2013-03-07,807,1,1,0,0
26589,266563,606,1,2015-04-27,707,1,1,0,0
26590,266570,598,2,2013-04-16,685,1,0,0,0
26591,266573,737,4,2014-12-04,1078,1,1,0,0
26592,266585,1057,2,2014-07-29,564,1,1,0,1
26593,266593,7,7,2014-11-23,0,0,0,0,0
26594,266595,506,5,2013-05-31,1223,1,1,0,0
26595,266600,495,4,2014-12-04,436,1,1,0,0
26596,266606,325,2,2013-09-10,698,1,1,0,0
26597,266611,1098,3,2013-02-06,779,1,1,0,1
26598,266612,242,7,2014-06-08,0,0,0,0,0
26599,266627,1090,3,2015-02-25,775,1,0,0,0
26600,266629,1020,3,2014-07-30,1094,1,1,0,1
26601,266641,527,6,2014-02-01,1102,1,0,0,0
26602,266643,195,5,2014-04-18,0,0,1,b,1
26603,266644,262,3,2013-02-06,3043,1,1,0,0
26604,266646,942,4,2015-04-30,711,1,1,0,0
26605,266654,339,2,2015-03-31,670,1,1,0,1
26606,266659,272,7,2014-08-10,0,0,0,0,1
26607,266662,1003,4,2015-02-12,299,1,0,0,0
26608,266665,1046,3,2014-03-19,727,1,1,0,0
26609,266686,11,7,2014-09-21,0,0,0,0,0
26610,266689,852,6,2013-09-28,433,1,0,0,0
26611,266706,1082,6,2013-01-05,877,1,0,0,0
26612,266739,886,7,2014-06-15,0,0,0,0,0
26613,266751,181,4,2014-05-01,0,0,1,a,0
26614,266763,1,4,2015-04-02,722,1,1,0,1
26615,266767,845,5,2015-04-17,383,1,1,0,0
26616,266771,643,1,2014-03-10,975,1,0,0,0
26617,266782,269,2,2014-10-14,1028,1,0,0,1
26618,266810,481,7,2013-02-10,0,0,0,0,0
26619,266817,838,3,2013-08-21,685,1,0,0,1
26620,266827,473,1,2014-09-15,608,1,1,0,0
26621,266849,574,4,2013-08-29,622,1,1,0,1
26622,266852,748,5,2013-01-04,492,1,0,0,1
26623,266870,260,4,2013-12-26,0,0,0,c,1
26624,266878,66,4,2013-08-01,576,1,1,0,1
